0	0.000000	0.000000	0.000000	
20	55.782668	32.225208	23.557460	
40	44.545474	21.077043	23.468431	
60	43.973176	21.481683	22.491493	
80	53.020398	22.750843	30.269555	
100	63.845361	28.903523	34.941838	
120	67.263246	29.078461	38.184785	
140	63.981108	31.596524	32.384584	
160	62.389284	33.572653	28.816631	
180	62.452248	34.091609	28.360639	
200	54.133139	32.930922	21.202217	
220	43.557553	21.923881	21.633672	
240	43.706858	20.044902	23.661956	
260	50.543856	31.445425	19.098431	
280	44.884101	21.685587	23.198514	
