0	nan	nan	nan	nan	nan	nan	nan	
1	nan	nan	nan	nan	nan	nan	nan	
2	nan	nan	nan	nan	nan	nan	nan	
3	nan	nan	nan	nan	nan	nan	nan	
4	nan	nan	nan	nan	nan	nan	nan	
5	nan	nan	nan	nan	nan	nan	nan	
6	nan	nan	nan	nan	nan	nan	nan	
7	nan	nan	nan	nan	nan	nan	nan	
8	nan	nan	nan	nan	nan	nan	nan	
9	nan	nan	nan	nan	nan	nan	nan	
10	nan	nan	nan	nan	nan	nan	nan	
11	nan	nan	nan	nan	nan	nan	nan	
12	nan	nan	nan	nan	nan	nan	nan	
13	nan	nan	nan	nan	nan	nan	nan	
14	nan	nan	nan	nan	nan	nan	nan	
15	nan	nan	nan	nan	nan	nan	nan	
16	nan	nan	nan	nan	nan	nan	nan	
17	nan	nan	nan	nan	nan	nan	nan	
18	nan	nan	nan	nan	nan	nan	nan	
19	nan	nan	nan	nan	nan	nan	nan	
20	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
21	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
22	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
23	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
24	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
25	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
26	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
27	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
28	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
29	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
30	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
31	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
32	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
33	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
34	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
35	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
36	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
37	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
38	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
39	0.501484	0.538462	0.500000	0.500000	0.464286	0.497238	0.502762	
40	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
41	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
42	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
43	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
44	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
45	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
46	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
47	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
48	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
49	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
50	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
51	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
52	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
53	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
54	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
55	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
56	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
57	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
58	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
59	0.463362	0.465021	0.560345	0.439655	0.461538	0.512931	0.487069	
60	0.465421	0.453532	0.536496	0.463504	0.477444	0.532567	0.467433	
61	0.465421	0.453532	0.536496	0.463504	0.477444	0.532567	0.467433	
62	0.465421	0.453532	0.536496	0.463504	0.477444	0.532567	0.467433	
63	0.465421	0.453532	0.536496	0.463504	0.477444	0.532567	0.467433	
