0	1.500000
20	1.500000
40	1.500000
60	1.500000
80	1.500000
100	1.500000
120	1.500000
140	1.500000
160	1.500000
180	1.500000
200	1.500000
220	1.500000
240	1.500000
260	1.500000
280	1.500000
300	1.500000
320	1.500000
340	1.500000
360	1.500000
380	1.500000
400	1.500000
420	1.500000
440	1.500000
460	1.500000
480	1.500000
500	1.500000
520	1.500000
540	1.500000
560	1.500000
580	1.500000
600	1.500000
620	1.500000
640	1.500000
660	1.500000
680	1.500000
700	1.500000
720	1.500000
740	1.500000
760	1.500000
780	1.500000
800	1.500000
820	1.500000
840	1.500000
860	1.500000
880	1.500000
900	1.500000
920	1.500000
940	1.500000
960	1.500000
980	1.500000
1000	1.500000
1020	1.518750
1040	1.518750
1060	1.518750
1080	1.518750
1100	1.518750
1120	1.518750
1140	1.518750
1160	1.537734
1180	1.537734
1200	1.556956
1220	1.556956
1240	1.556956
1260	1.556956
1280	1.556956
1300	1.556956
1320	1.556956
1340	1.556956
1360	1.556956
1380	1.556956
1400	1.556956
1420	1.556956
1440	1.556956
1460	1.556956
1480	1.556956
1500	1.556956
