0	0.000000
20	0.999264
40	1.221035
60	1.247752
80	1.258633
100	1.258215
120	1.254006
140	1.248519
160	1.233127
180	1.227844
200	1.221671
220	1.221710
240	1.226028
260	1.226455
280	1.226291
300	1.220930
320	1.219765
340	1.215327
360	1.214413
380	1.210181
400	1.207911
420	1.201882
440	1.195472
460	1.190350
480	1.176797
500	1.184072
520	1.172015
540	1.171911
560	1.162342
580	1.162656
600	1.165471
620	1.164268
640	1.169708
660	1.163640
680	1.157109
700	1.151535
720	1.144644
740	1.146511
760	1.140143
780	1.133087
800	1.127341
820	1.120968
840	1.111515
860	1.105265
880	1.099512
900	1.093277
920	1.088335
940	1.084905
960	1.083333
980	1.089859
1000	1.088752
