0	200.000000	200.000000	200.000000	200.000000	200.000000
20	200.000000	200.000000	200.000000	200.000000	200.000000
40	200.000000	200.000000	200.000000	200.000000	200.000000
60	200.000000	200.000000	200.000000	200.000000	200.000000
80	200.000000	200.000000	200.000000	200.000000	200.000000
100	200.000000	200.000000	200.000000	200.000000	200.000000
120	200.000000	200.000000	200.000000	200.000000	200.000000
140	200.000000	200.000000	200.000000	200.000000	200.000000
160	200.000000	200.000000	200.000000	200.000000	200.000000
180	200.000000	200.000000	200.000000	200.000000	200.000000
200	200.000000	200.000000	200.000000	200.000000	200.000000
220	200.000000	200.000000	200.000000	200.000000	200.000000
240	200.000000	200.000000	200.000000	200.000000	200.000000
260	200.000000	200.000000	200.000000	200.000000	200.000000
280	200.000000	200.000000	200.000000	200.000000	200.000000
300	200.000000	200.000000	200.000000	200.000000	200.000000
320	200.000000	200.000000	200.000000	200.000000	200.000000
340	200.000000	200.000000	200.000000	200.000000	200.000000
360	200.000000	200.000000	200.000000	200.000000	200.000000
380	200.000000	200.000000	200.000000	200.000000	200.000000
400	200.000000	200.000000	200.000000	200.000000	200.000000
420	200.000000	200.000000	200.000000	200.000000	200.000000
440	200.000000	200.000000	200.000000	200.000000	200.000000
460	200.000000	200.000000	200.000000	200.000000	200.000000
480	200.000000	200.000000	200.000000	200.000000	200.000000
500	200.000000	200.000000	200.000000	200.000000	200.000000
520	200.000000	200.000000	200.000000	200.000000	200.000000
540	200.000000	200.000000	200.000000	200.000000	200.000000
560	200.000000	200.000000	200.000000	200.000000	200.000000
580	200.000000	200.000000	200.000000	200.000000	200.000000
600	200.000000	200.000000	200.000000	200.000000	200.000000
620	200.000000	200.000000	200.000000	200.000000	200.000000
640	200.000000	200.000000	200.000000	200.000000	200.000000
660	200.000000	200.000000	200.000000	200.000000	200.000000
680	200.000000	200.000000	200.000000	200.000000	200.000000
700	200.000000	200.000000	200.000000	200.000000	200.000000
720	200.000000	200.000000	200.000000	200.000000	200.000000
740	200.000000	200.000000	200.000000	200.000000	200.000000
760	200.000000	200.000000	200.000000	200.000000	200.000000
780	200.000000	200.000000	200.000000	200.000000	200.000000
800	200.000000	200.000000	200.000000	200.000000	200.000000
820	200.000000	200.000000	200.000000	200.000000	200.000000
840	200.000000	200.000000	200.000000	200.000000	200.000000
860	200.000000	200.000000	200.000000	200.000000	200.000000
880	200.000000	200.000000	200.000000	200.000000	200.000000
900	200.000000	200.000000	200.000000	200.000000	200.000000
920	200.000000	200.000000	200.000000	200.000000	200.000000
940	200.000000	200.000000	200.000000	200.000000	200.000000
960	200.000000	200.000000	200.000000	200.000000	200.000000
980	200.000000	200.000000	200.000000	200.000000	200.000000
1000	200.000000	200.000000	200.000000	200.000000	200.000000
1020	200.000000	200.000000	200.000000	200.000000	200.000000
1040	200.000000	200.000000	200.000000	200.000000	200.000000
1060	200.000000	200.000000	200.000000	200.000000	200.000000
1080	200.000000	200.000000	200.000000	200.000000	200.000000
1100	200.000000	200.000000	200.000000	200.000000	200.000000
1120	200.000000	200.000000	200.000000	200.000000	200.000000
1140	200.000000	200.000000	200.000000	200.000000	200.000000
1160	200.000000	200.000000	200.000000	200.000000	200.000000
1180	200.000000	200.000000	200.000000	200.000000	200.000000
1200	200.000000	200.000000	200.000000	200.000000	200.000000
1220	200.000000	200.000000	200.000000	200.000000	200.000000
1240	200.000000	200.000000	200.000000	200.000000	200.000000
1260	200.000000	200.000000	200.000000	200.000000	200.000000
1280	200.000000	200.000000	200.000000	200.000000	200.000000
1300	200.000000	200.000000	200.000000	200.000000	200.000000
1320	200.000000	200.000000	200.000000	200.000000	200.000000
1340	200.000000	200.000000	200.000000	200.000000	200.000000
1360	200.000000	200.000000	200.000000	200.000000	200.000000
1380	200.000000	200.000000	200.000000	200.000000	200.000000
1400	200.000000	200.000000	200.000000	200.000000	200.000000
1420	200.000000	200.000000	200.000000	200.000000	200.000000
1440	200.000000	200.000000	200.000000	200.000000	200.000000
1460	200.000000	200.000000	200.000000	200.000000	200.000000
1480	200.000000	200.000000	200.000000	200.000000	200.000000
1500	200.000000	200.000000	200.000000	200.000000	200.000000
1520	200.000000	200.000000	200.000000	200.000000	200.000000
1540	200.000000	200.000000	200.000000	200.000000	200.000000
1560	200.000000	200.000000	200.000000	200.000000	200.000000
1580	200.000000	200.000000	200.000000	200.000000	200.000000
1600	200.000000	200.000000	200.000000	200.000000	200.000000
1620	200.000000	200.000000	200.000000	200.000000	200.000000
1640	200.000000	200.000000	200.000000	200.000000	200.000000
1660	200.000000	200.000000	200.000000	200.000000	200.000000
1680	200.000000	200.000000	200.000000	200.000000	200.000000
1700	200.000000	200.000000	200.000000	200.000000	200.000000
1720	200.000000	200.000000	200.000000	200.000000	200.000000
1740	200.000000	200.000000	200.000000	200.000000	200.000000
1760	200.000000	200.000000	200.000000	200.000000	200.000000
1780	200.000000	200.000000	200.000000	200.000000	200.000000
1800	200.000000	200.000000	200.000000	200.000000	200.000000
1820	200.000000	200.000000	200.000000	200.000000	200.000000
1840	200.000000	200.000000	200.000000	200.000000	200.000000
1860	200.000000	200.000000	200.000000	200.000000	200.000000
1880	200.000000	200.000000	200.000000	200.000000	200.000000
1900	200.000000	200.000000	200.000000	200.000000	200.000000
1920	200.000000	200.000000	200.000000	200.000000	200.000000
1940	200.000000	200.000000	200.000000	200.000000	200.000000
1960	200.000000	200.000000	200.000000	200.000000	200.000000
1980	200.000000	200.000000	200.000000	200.000000	200.000000
2000	200.000000	200.000000	200.000000	200.000000	200.000000
2020	200.000000	200.000000	200.000000	200.000000	200.000000
2040	200.000000	200.000000	200.000000	200.000000	200.000000
2060	200.000000	200.000000	200.000000	200.000000	200.000000
2080	200.000000	200.000000	200.000000	200.000000	200.000000
2100	200.000000	200.000000	200.000000	200.000000	200.000000
2120	200.000000	200.000000	200.000000	200.000000	200.000000
2140	200.000000	200.000000	200.000000	200.000000	200.000000
2160	200.000000	200.000000	200.000000	200.000000	200.000000
2180	200.000000	200.000000	200.000000	200.000000	200.000000
