0	0.000000
20	90.000000
40	99.000000
60	108.090000
80	144.324000
100	175.680540
120	173.379600
140	171.300964
160	169.016251
180	174.508104
200	182.057753
220	185.210283
240	169.419590
260	187.022290
280	182.119933
300	183.804266
320	185.391951
340	176.739146
360	188.057624
380	180.295144
400	182.557969
420	163.296308
440	148.831769
460	119.485279
480	97.814548
500	89.040405
520	76.989712
540	85.048074
560	84.702747
580	110.426486
600	129.650927
620	152.696442
640	209.515008
660	211.897122
680	220.787308
700	218.119547
720	213.394692
740	181.385023
760	220.283892
780	196.791262
800	191.701463
820	175.866640
840	165.581242
860	153.544745
880	152.258205
900	82.366552
920	162.720004
940	161.564144
960	158.926905
980	141.950032
1000	207.879036
