0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
20	4.000000	4.000000	3.000000	7.000000	7.000000	6.000000	7.000000	4.000000	5.000000	5.000000
40	18.000000	18.000000	16.000000	18.000000	17.000000	18.000000	17.000000	18.000000	17.000000	17.000000
60	18.000000	18.000000	17.000000	19.000000	19.000000	19.000000	19.000000	18.000000	18.000000	18.000000
80	19.000000	19.000000	19.000000	19.000000	19.000000	19.000000	19.000000	19.000000	18.000000	19.000000
100	19.000000	19.000000	19.000000	19.000000	19.000000	19.000000	19.000000	19.000000	19.000000	19.000000
120	19.000000	19.000000	19.000000	18.000000	19.000000	19.000000	19.000000	19.000000	19.000000	19.000000
140	19.000000	17.000000	19.000000	19.000000	17.000000	20.000000	20.000000	17.000000	18.000000	19.000000
160	15.000000	19.000000	19.000000	19.000000	19.000000	16.000000	18.000000	19.000000	18.000000	15.000000
180	17.000000	18.000000	19.000000	18.000000	17.000000	17.000000	19.000000	19.000000	17.000000	19.000000
200	16.000000	17.000000	19.000000	18.000000	15.000000	16.000000	19.000000	19.000000	18.000000	15.000000
220	19.000000	18.000000	19.000000	15.000000	16.000000	15.000000	16.000000	19.000000	17.000000	15.000000
240	11.000000	15.000000	16.000000	19.000000	19.000000	19.000000	18.000000	19.000000	16.000000	19.000000
260	18.000000	13.000000	18.000000	19.000000	19.000000	17.000000	15.000000	18.000000	15.000000	16.000000
280	18.000000	18.000000	19.000000	18.000000	13.000000	15.000000	19.000000	19.000000	18.000000	17.000000
300	18.000000	16.000000	16.000000	18.000000	19.000000	17.000000	17.000000	15.000000	18.000000	17.000000
320	18.000000	18.000000	17.000000	19.000000	17.000000	16.000000	19.000000	17.000000	16.000000	16.000000
340	18.000000	18.000000	18.000000	17.000000	18.000000	17.000000	18.000000	18.000000	15.000000	18.000000
360	18.000000	16.000000	19.000000	19.000000	14.000000	17.000000	18.000000	19.000000	17.000000	18.000000
380	18.000000	16.000000	17.000000	18.000000	18.000000	18.000000	16.000000	15.000000	17.000000	18.000000
400	16.000000	17.000000	16.000000	18.000000	17.000000	14.000000	16.000000	18.000000	17.000000	16.000000
420	18.000000	17.000000	14.000000	18.000000	16.000000	17.000000	16.000000	15.000000	16.000000	18.000000
440	17.000000	17.000000	17.000000	19.000000	18.000000	11.000000	16.000000	18.000000	14.000000	17.000000
460	13.000000	16.000000	17.000000	16.000000	13.000000	17.000000	17.000000	15.000000	17.000000	15.000000
480	17.000000	14.000000	17.000000	15.000000	14.000000	13.000000	15.000000	14.000000	12.000000	17.000000
500	9.000000	13.000000	16.000000	16.000000	15.000000	14.000000	17.000000	16.000000	14.000000	13.000000
520	16.000000	16.000000	14.000000	11.000000	17.000000	15.000000	17.000000	15.000000	13.000000	13.000000
540	16.000000	17.000000	17.000000	15.000000	15.000000	14.000000	16.000000	15.000000	16.000000	15.000000
560	13.000000	10.000000	11.000000	14.000000	15.000000	12.000000	12.000000	12.000000	13.000000	13.000000
580	14.000000	15.000000	15.000000	11.000000	15.000000	16.000000	15.000000	15.000000	16.000000	12.000000
600	17.000000	16.000000	17.000000	15.000000	17.000000	16.000000	17.000000	17.000000	13.000000	16.000000
620	12.000000	16.000000	15.000000	15.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
640	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	16.000000	17.000000	16.000000	17.000000
660	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
680	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
700	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
720	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
740	16.000000	17.000000	16.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
760	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
780	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	17.000000	16.000000	16.000000	17.000000
800	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
820	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
840	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
860	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	16.000000	17.000000	16.000000	17.000000
880	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
900	16.000000	16.000000	16.000000	16.000000	17.000000	17.000000	17.000000	17.000000	16.000000	17.000000
920	16.000000	16.000000	17.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	16.000000
940	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
960	16.000000	16.000000	16.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
980	16.000000	16.000000	16.000000	17.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
1000	16.000000	16.000000	15.000000	16.000000	17.000000	16.000000	17.000000	17.000000	16.000000	17.000000
