0	nan	nan
20	1.000000	nan
40	1.000000	nan
60	1.000000	nan
80	1.000000	nan
100	1.000000	nan
120	1.000000	nan
140	1.000000	nan
160	1.000000	nan
180	1.000000	nan
200	1.000000	nan
220	1.000000	nan
240	1.000000	nan
260	1.000000	nan
280	1.000000	nan
300	1.000000	nan
320	1.000000	nan
340	1.000000	nan
360	1.000000	nan
380	1.000000	nan
400	1.000000	nan
420	1.000000	nan
440	1.000000	nan
460	1.000000	nan
480	1.000000	nan
500	1.000000	nan
520	1.000000	nan
540	1.000000	nan
560	1.000000	nan
580	1.000000	nan
600	1.000000	nan
620	1.000000	nan
640	1.000000	nan
660	1.000000	nan
680	1.000000	nan
700	1.000000	nan
720	1.000000	nan
740	1.000000	nan
760	1.000000	nan
780	1.000000	nan
800	1.000000	nan
820	1.000000	nan
840	1.000000	nan
860	1.000000	nan
880	1.000000	nan
900	1.000000	nan
920	1.000000	nan
940	1.000000	nan
960	1.000000	nan
980	1.000000	nan
1000	1.000000	nan
1020	1.000008	nan
1040	1.000827	nan
1060	1.002357	nan
1080	1.004497	nan
1100	1.007027	nan
1120	1.010193	nan
1140	1.013659	nan
1160	1.017531	nan
1180	1.021485	nan
1200	1.026171	nan
1220	1.031174	nan
1240	1.035903	nan
1260	1.041260	nan
1280	1.046208	nan
1300	1.051681	nan
1320	1.057845	nan
1340	1.062857	nan
1360	1.068757	nan
1380	1.074740	nan
1400	1.080530	nan
1420	1.086230	nan
1440	1.092208	nan
1460	1.098097	nan
1480	1.103942	nan
1500	1.110328	nan
