0	320.000000	320.000000	320.000000	320.000000	320.000000
20	320.000000	320.000000	320.000000	320.000000	320.000000
40	320.000000	320.000000	320.000000	320.000000	320.000000
60	320.000000	320.000000	320.000000	320.000000	320.000000
80	320.000000	320.000000	320.000000	320.000000	320.000000
100	320.000000	320.000000	320.000000	320.000000	320.000000
120	320.000000	320.000000	320.000000	320.000000	320.000000
140	320.000000	320.000000	320.000000	320.000000	320.000000
160	320.000000	320.000000	320.000000	320.000000	320.000000
180	320.000000	320.000000	320.000000	320.000000	320.000000
200	320.000000	320.000000	320.000000	320.000000	320.000000
220	320.000000	320.000000	320.000000	320.000000	320.000000
240	320.000000	320.000000	320.000000	320.000000	320.000000
260	320.000000	320.000000	320.000000	320.000000	320.000000
280	320.000000	320.000000	320.000000	320.000000	320.000000
300	320.000000	320.000000	320.000000	320.000000	320.000000
320	320.000000	320.000000	320.000000	320.000000	320.000000
340	320.000000	320.000000	320.000000	320.000000	320.000000
360	320.000000	320.000000	320.000000	320.000000	320.000000
380	320.000000	320.000000	320.000000	320.000000	320.000000
400	320.000000	320.000000	320.000000	320.000000	320.000000
420	320.000000	320.000000	320.000000	320.000000	320.000000
440	320.000000	320.000000	320.000000	320.000000	320.000000
460	320.000000	320.000000	320.000000	320.000000	320.000000
480	320.000000	320.000000	320.000000	320.000000	320.000000
500	320.000000	320.000000	320.000000	320.000000	320.000000
520	320.000000	320.000000	320.000000	320.000000	320.000000
540	320.000000	320.000000	320.000000	320.000000	320.000000
560	320.000000	320.000000	320.000000	320.000000	320.000000
580	320.000000	320.000000	320.000000	320.000000	320.000000
600	320.000000	320.000000	320.000000	320.000000	320.000000
620	320.000000	320.000000	320.000000	320.000000	320.000000
640	320.000000	320.000000	320.000000	320.000000	320.000000
660	320.000000	320.000000	320.000000	320.000000	320.000000
680	320.000000	320.000000	320.000000	320.000000	320.000000
700	320.000000	320.000000	320.000000	320.000000	320.000000
720	320.000000	320.000000	320.000000	320.000000	320.000000
740	320.000000	320.000000	320.000000	320.000000	320.000000
760	320.000000	320.000000	320.000000	320.000000	320.000000
780	320.000000	320.000000	320.000000	320.000000	320.000000
800	320.000000	320.000000	320.000000	320.000000	320.000000
820	320.000000	320.000000	320.000000	320.000000	320.000000
840	320.000000	320.000000	320.000000	320.000000	320.000000
860	320.000000	320.000000	320.000000	320.000000	320.000000
880	320.000000	320.000000	320.000000	320.000000	320.000000
900	320.000000	320.000000	320.000000	320.000000	320.000000
920	320.000000	320.000000	320.000000	320.000000	320.000000
940	320.000000	320.000000	320.000000	320.000000	320.000000
960	320.000000	320.000000	320.000000	320.000000	320.000000
980	320.000000	320.000000	320.000000	320.000000	320.000000
1000	320.000000	320.000000	320.000000	320.000000	320.000000
1020	320.000000	320.000000	320.000000	320.000000	320.000000
1040	320.000000	320.000000	320.000000	320.000000	320.000000
1060	320.000000	320.000000	320.000000	320.000000	320.000000
1080	320.000000	320.000000	320.000000	320.000000	320.000000
1100	320.000000	320.000000	320.000000	320.000000	320.000000
1120	320.000000	320.000000	320.000000	320.000000	320.000000
1140	320.000000	320.000000	320.000000	320.000000	320.000000
1160	320.000000	320.000000	320.000000	320.000000	320.000000
1180	320.000000	320.000000	320.000000	320.000000	320.000000
1200	320.000000	320.000000	320.000000	320.000000	320.000000
1220	320.000000	320.000000	320.000000	320.000000	320.000000
1240	320.000000	320.000000	320.000000	320.000000	320.000000
1260	320.000000	320.000000	320.000000	320.000000	320.000000
1280	320.000000	320.000000	320.000000	320.000000	320.000000
1300	320.000000	320.000000	320.000000	320.000000	320.000000
1320	320.000000	320.000000	320.000000	320.000000	320.000000
1340	320.000000	320.000000	320.000000	320.000000	320.000000
1360	320.000000	320.000000	320.000000	320.000000	320.000000
1380	320.000000	320.000000	320.000000	320.000000	320.000000
1400	320.000000	320.000000	320.000000	320.000000	320.000000
1420	320.000000	320.000000	320.000000	320.000000	320.000000
1440	320.000000	320.000000	320.000000	320.000000	320.000000
1460	320.000000	320.000000	320.000000	320.000000	320.000000
1480	320.000000	320.000000	320.000000	320.000000	320.000000
1500	320.000000	320.000000	320.000000	320.000000	320.000000
