940	2537.159037	123.989260	1967.911597	2537.159037	123.989260	1967.911597	0.000000	0.000000	0.000000
960	2499.661676	123.790164	2031.733642	2499.661676	123.790164	2031.733642	0.000000	0.000000	0.000000
980	2488.205123	126.957215	2025.391643	2488.205123	126.957215	2025.391643	0.000000	0.000000	0.000000
1000	2506.782838	128.089865	2027.475957	2506.782838	128.089865	2027.475957	0.000000	0.000000	0.000000
1020	2506.156561	126.477050	1984.659589	2506.156561	126.477050	1984.659589	0.000000	0.000000	0.000000
1040	2574.739394	128.835334	2017.864827	2574.739394	128.835334	2017.864827	0.000000	0.000000	0.000000
1060	2517.016072	129.900888	2019.275368	2517.016072	129.900888	2019.275368	0.000000	0.000000	0.000000
1080	2553.707696	129.174751	2017.575832	2553.707696	129.174751	2017.575832	0.000000	0.000000	0.000000
1100	2565.979373	129.438735	1995.406156	2565.979373	129.438735	1995.406156	0.000000	0.000000	0.000000
1120	2581.875140	133.193808	1972.651699	2581.875140	133.193808	1972.651699	0.000000	0.000000	0.000000
1140	2611.342901	132.567024	1931.995451	2611.342901	132.567024	1931.995451	0.000000	0.000000	0.000000
1160	2646.268679	133.540685	1937.492488	2646.268679	133.540685	1937.492488	0.000000	0.000000	0.000000
1180	2685.552927	132.258411	1977.157555	2685.552927	132.258411	1977.157555	0.000000	0.000000	0.000000
1200	2710.114727	133.243155	2046.926153	2710.114727	133.243155	2046.926153	0.000000	0.000000	0.000000
1220	2661.585838	133.537023	2042.210377	2661.585838	133.537023	2042.210377	0.000000	0.000000	0.000000
1240	2760.266774	137.208008	2073.366795	2760.266774	137.208008	2073.366795	0.000000	0.000000	0.000000
1260	2703.789190	135.331339	2064.982850	2703.789190	135.331339	2064.982850	0.000000	0.000000	0.000000
1280	2799.156424	139.981296	2083.214649	2799.156424	139.981296	2083.214649	0.000000	0.000000	0.000000
1300	2816.033043	141.988754	2129.597228	2816.033043	141.988754	2129.597228	0.000000	0.000000	0.000000
1320	2772.827350	143.438175	2119.708835	2772.827350	143.438175	2119.708835	0.000000	0.000000	0.000000
1340	2828.918508	144.230997	2107.709389	2828.918508	144.230997	2107.709389	0.000000	0.000000	0.000000
1360	2861.230746	146.513113	2122.584533	2861.230746	146.513113	2122.584533	0.000000	0.000000	0.000000
1380	2862.206954	147.114305	2107.855293	2862.206954	147.114305	2107.855293	0.000000	0.000000	0.000000
1400	2864.676164	150.397447	2063.560553	2864.676164	150.397447	2063.560553	0.000000	0.000000	0.000000
1420	2956.175504	146.611734	2079.894404	2956.175504	146.611734	2079.894404	0.000000	0.000000	0.000000
1440	2936.356340	143.790069	2122.050701	2936.356340	143.790069	2122.050701	0.000000	0.000000	0.000000
1460	2991.966637	150.240579	2174.219093	2991.966637	150.240579	2174.219093	0.000000	0.000000	0.000000
1480	3038.267633	152.486329	2238.739747	3038.267633	152.486329	2238.739747	0.000000	0.000000	0.000000
1500	3017.187291	150.543287	2265.646037	3017.187291	150.543287	2265.646037	0.000000	0.000000	0.000000
