0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
20	1501.691356	74.996314	792.432364	1501.691356	74.996314	792.432364	0.000000	0.000000	0.000000
40	1394.320380	63.692313	707.901081	1394.320380	63.692313	707.901081	0.000000	0.000000	0.000000
60	1505.976153	71.852348	884.261296	1505.976153	71.852348	884.261296	0.000000	0.000000	0.000000
80	1409.910667	67.419932	895.469525	1409.910667	67.419932	895.469525	0.000000	0.000000	0.000000
100	1461.258162	74.472163	966.880604	1461.258162	74.472163	966.880604	0.000000	0.000000	0.000000
120	1398.857506	71.663385	939.174576	1398.857506	71.663385	939.174576	0.000000	0.000000	0.000000
140	1542.475403	79.343905	1011.695183	1542.475403	79.343905	1011.695183	0.000000	0.000000	0.000000
160	1576.569960	81.865358	1025.079227	1576.569960	81.865358	1025.079227	0.000000	0.000000	0.000000
180	1749.335341	85.344493	1095.179610	1749.335341	85.344493	1095.179610	0.000000	0.000000	0.000000
200	1809.974730	89.184383	1121.482766	1809.974730	89.184383	1121.482766	0.000000	0.000000	0.000000
220	1775.999127	89.131239	1042.401274	1775.999127	89.131239	1042.401274	0.000000	0.000000	0.000000
240	1885.373425	96.073741	1074.536898	1885.373425	96.073741	1074.536898	0.000000	0.000000	0.000000
260	2021.112811	100.907459	1108.482808	2021.112811	100.907459	1108.482808	0.000000	0.000000	0.000000
280	2058.242286	105.007239	1090.657289	2058.242286	105.007239	1090.657289	0.000000	0.000000	0.000000
300	2242.227743	108.399175	1158.398394	2242.227743	108.399175	1158.398394	0.000000	0.000000	0.000000
320	2198.718110	106.979286	1230.710154	2198.718110	106.979286	1230.710154	0.000000	0.000000	0.000000
340	2255.276960	107.907577	1310.006598	2255.276960	107.907577	1310.006598	0.000000	0.000000	0.000000
360	2234.423491	110.370014	1379.448972	2234.423491	110.370014	1379.448972	0.000000	0.000000	0.000000
380	2273.938362	110.672096	1446.089663	2273.938362	110.672096	1446.089663	0.000000	0.000000	0.000000
400	2207.456900	109.646952	1483.572907	2207.456900	109.646952	1483.572907	0.000000	0.000000	0.000000
420	2286.583534	113.581261	1512.133629	2286.583534	113.581261	1512.133629	0.000000	0.000000	0.000000
440	2265.464079	115.991716	1534.539848	2265.464079	115.991716	1534.539848	0.000000	0.000000	0.000000
460	2203.739124	111.780511	1469.788271	2203.739124	111.780511	1469.788271	0.000000	0.000000	0.000000
480	2325.388659	113.216488	1495.440422	2325.388659	113.216488	1495.440422	0.000000	0.000000	0.000000
500	2339.400902	111.407033	1603.699361	2339.400902	111.407033	1603.699361	0.000000	0.000000	0.000000
520	2309.030081	112.138600	1699.689400	2309.030081	112.138600	1699.689400	0.000000	0.000000	0.000000
540	2247.704456	114.056056	1687.011658	2247.704456	114.056056	1687.011658	0.000000	0.000000	0.000000
560	2361.089857	120.261581	1707.079460	2361.089857	120.261581	1707.079460	0.000000	0.000000	0.000000
580	2351.268441	116.438950	1753.697515	2351.268441	116.438950	1753.697515	0.000000	0.000000	0.000000
600	2241.478262	114.113518	1723.709344	2241.478262	114.113518	1723.709344	0.000000	0.000000	0.000000
620	2385.626874	118.918648	1728.912982	2385.626874	118.918648	1728.912982	0.000000	0.000000	0.000000
640	2395.133962	118.909337	1792.483264	2395.133962	118.909337	1792.483264	0.000000	0.000000	0.000000
660	2229.146550	117.659562	1708.016146	2229.146550	117.659562	1708.016146	0.000000	0.000000	0.000000
680	2402.641096	121.879467	1667.054525	2402.641096	121.879467	1667.054525	0.000000	0.000000	0.000000
700	2424.908370	119.975917	1706.697153	2424.908370	119.975917	1706.697153	0.000000	0.000000	0.000000
720	2392.984342	116.063101	1775.906519	2392.984342	116.063101	1775.906519	0.000000	0.000000	0.000000
740	2369.813084	117.076212	1800.764918	2369.813084	117.076212	1800.764918	0.000000	0.000000	0.000000
760	2465.372621	118.325598	1891.763937	2465.372621	118.325598	1891.763937	0.000000	0.000000	0.000000
780	2424.339082	119.393143	1987.168439	2424.339082	119.393143	1987.168439	0.000000	0.000000	0.000000
800	2352.197578	120.183879	1936.205383	2352.197578	120.183879	1936.205383	0.000000	0.000000	0.000000
820	2488.347297	125.829328	1954.233734	2488.347297	125.829328	1954.233734	0.000000	0.000000	0.000000
840	2377.629428	123.908537	1925.479175	2377.629428	123.908537	1925.479175	0.000000	0.000000	0.000000
860	2413.430841	124.633346	1823.905583	2413.430841	124.633346	1823.905583	0.000000	0.000000	0.000000
880	2519.338380	124.522687	1855.237265	2519.338380	124.522687	1855.237265	0.000000	0.000000	0.000000
900	2439.947417	119.651470	1874.368542	2439.947417	119.651470	1874.368542	0.000000	0.000000	0.000000
920	2500.077590	123.662372	1893.119467	2500.077590	123.662372	1893.119467	0.000000	0.000000	0.000000
