0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
20	1501.691356	1528.952628	1501.691356	1528.952628	0.000000	0.000000
40	1394.320380	1440.977721	1394.320380	1440.977721	0.000000	0.000000
60	1505.976153	1543.298074	1505.976153	1543.298074	0.000000	0.000000
80	1409.910667	1450.733881	1409.910667	1450.733881	0.000000	0.000000
100	1461.258162	1509.469432	1461.258162	1509.469432	0.000000	0.000000
120	1398.857506	1442.873713	1398.857506	1442.873713	0.000000	0.000000
140	1542.475403	1581.053162	1542.475403	1581.053162	0.000000	0.000000
160	1576.569960	1615.902876	1576.569960	1615.902876	0.000000	0.000000
180	1749.335341	1792.046406	1749.335341	1792.046406	0.000000	0.000000
200	1809.974730	1853.881146	1809.974730	1853.881146	0.000000	0.000000
220	1775.999127	1820.649012	1775.999127	1820.649012	0.000000	0.000000
240	1885.373425	1921.672661	1885.373425	1921.672661	0.000000	0.000000
260	2021.112811	2061.520770	2021.112811	2061.520770	0.000000	0.000000
280	2058.242286	2101.635729	2058.242286	2101.635729	0.000000	0.000000
300	2242.227743	2297.825234	2242.227743	2297.825234	0.000000	0.000000
320	2198.718110	2297.577173	2198.718110	2297.577173	0.000000	0.000000
340	2255.276960	2393.052386	2255.276960	2393.052386	0.000000	0.000000
360	2234.423491	2319.830277	2234.423491	2319.830277	0.000000	0.000000
380	2273.938362	2372.199503	2273.938362	2372.199503	0.000000	0.000000
400	2207.456900	2327.664788	2207.456900	2327.664788	0.000000	0.000000
420	2286.583534	2439.711908	2286.583534	2439.711908	0.000000	0.000000
440	2265.464079	2309.278316	2265.464079	2309.278316	0.000000	0.000000
460	2203.739124	2375.977121	2203.739124	2375.977121	0.000000	0.000000
480	2325.388659	2479.849286	2325.388659	2479.849286	0.000000	0.000000
500	2339.400902	2485.413463	2339.400902	2485.413463	0.000000	0.000000
520	2309.030081	2432.780371	2309.030081	2432.780371	0.000000	0.000000
540	2247.704456	2431.146381	2247.704456	2431.146381	0.000000	0.000000
560	2361.089857	2501.742240	2361.089857	2501.742240	0.000000	0.000000
580	2351.268441	2441.385866	2351.268441	2441.385866	0.000000	0.000000
600	2241.478262	2458.736465	2241.478262	2458.736465	0.000000	0.000000
620	2385.626874	2584.862273	2385.626874	2584.862273	0.000000	0.000000
640	2395.133962	2448.094653	2395.133962	2448.094653	0.000000	0.000000
660	2229.146550	2429.559174	2229.146550	2429.559174	0.000000	0.000000
680	2402.641096	2615.506054	2402.641096	2615.506054	0.000000	0.000000
700	2424.908370	2564.481294	2424.908370	2564.481294	0.000000	0.000000
720	2392.984342	2576.646543	2392.984342	2576.646543	0.000000	0.000000
740	2369.813084	2607.606264	2369.813084	2607.606264	0.000000	0.000000
760	2465.372621	2631.314696	2465.372621	2631.314696	0.000000	0.000000
780	2424.339082	2509.323004	2424.339082	2509.323004	0.000000	0.000000
800	2352.197578	2466.459939	2352.197578	2466.459939	0.000000	0.000000
820	2488.347297	2590.940934	2488.347297	2590.940934	0.000000	0.000000
840	2377.629428	2440.445558	2377.629428	2440.445558	0.000000	0.000000
860	2413.430841	2547.196001	2413.430841	2547.196001	0.000000	0.000000
880	2519.338380	2598.019985	2519.338380	2598.019985	0.000000	0.000000
900	2439.947417	2546.214985	2439.947417	2546.214985	0.000000	0.000000
920	2500.077590	2609.514791	2500.077590	2609.514791	0.000000	0.000000
940	2537.159037	2600.804979	2537.159037	2600.804979	0.000000	0.000000
960	2499.661676	2576.300212	2499.661676	2576.300212	0.000000	0.000000
980	2488.205123	2552.535957	2488.205123	2552.535957	0.000000	0.000000
1000	2506.782838	2557.161718	2506.782838	2557.161718	0.000000	0.000000
1020	2506.156561	2562.020568	2506.156561	2562.020568	0.000000	0.000000
1040	2574.739394	2628.891467	2574.739394	2628.891467	0.000000	0.000000
1060	2517.016072	2559.748153	2517.016072	2559.748153	0.000000	0.000000
1080	2553.707696	2595.813005	2553.707696	2595.813005	0.000000	0.000000
1100	2565.979373	2608.965833	2565.979373	2608.965833	0.000000	0.000000
1120	2581.875140	2625.024073	2581.875140	2625.024073	0.000000	0.000000
1140	2611.342901	2670.677889	2611.342901	2670.677889	0.000000	0.000000
1160	2646.268679	2733.720536	2646.268679	2733.720536	0.000000	0.000000
1180	2685.552927	2765.352507	2685.552927	2765.352507	0.000000	0.000000
1200	2710.114727	2759.592934	2710.114727	2759.592934	0.000000	0.000000
1220	2661.585838	2725.777496	2661.585838	2725.777496	0.000000	0.000000
1240	2760.266774	2801.036303	2760.266774	2801.036303	0.000000	0.000000
1260	2703.789190	2769.330679	2703.789190	2769.330679	0.000000	0.000000
1280	2799.156424	2845.805853	2799.156424	2845.805853	0.000000	0.000000
1300	2816.033043	2865.873662	2816.033043	2865.873662	0.000000	0.000000
1320	2772.827350	2822.157648	2772.827350	2822.157648	0.000000	0.000000
1340	2828.918508	2876.691393	2828.918508	2876.691393	0.000000	0.000000
1360	2861.230746	2908.552898	2861.230746	2908.552898	0.000000	0.000000
1380	2862.206954	2896.905160	2862.206954	2896.905160	0.000000	0.000000
1400	2864.676164	2948.737423	2864.676164	2948.737423	0.000000	0.000000
1420	2956.175504	3007.729773	2956.175504	3007.729773	0.000000	0.000000
1440	2936.356340	3035.753204	2936.356340	3035.753204	0.000000	0.000000
1460	2991.966637	3039.158092	2991.966637	3039.158092	0.000000	0.000000
1480	3038.267633	3081.834461	3038.267633	3081.834461	0.000000	0.000000
1500	3017.187291	3062.564169	3017.187291	3062.564169	0.000000	0.000000
